"","SPECIES","DATE","STATE","TIME","LOC","LAT","LONG","BAND_PR","BAND_N","L","R","AGE","SEX","WT","FAT","BM","BILL_L","BILL_W","BILL_D","WING","TARS","TAIL","RFID","GEOLOCATOR_ID","FEEDER","BANDER","NOTES","RECAP"
"235","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2811,18217,"G","A","SY","F",NA,NA,NA,8.42,5.47,6.36,63,19.06,53,"10013F4FD5","NA","KATH","CJS","NA","N"
"236","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2811,18218,"NA","A","HY","U",14.2,NA,NA,7.77,5.26,6.11,63,19.08,55,"NA","NA","KATH","CJS","NA","N"
"237","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2811,18219,"G","A","SY","M",15.6,NA,NA,8.26,5.38,6.41,66,19.44,55,"01103F80C0","NA","KATH","CJS","NA","N"
"238","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2811,18220,"G","A","SY","M",16.7,NA,NA,8.53,5.39,6.19,70,19.12,58,"01103F5A04","NA","KATH","CJS","NA","N"
"239","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2811,18221,"G","A","SY","M",15.2,NA,NA,8.19,5.43,6.32,65,18.4,58,"01103F6088","NA","KATH","CJS","NA","N"
"240","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2811,18222,"G","A","SY","M",15.3,NA,NA,8,5.44,6.12,68,18.53,56,"01103F5746","NA","KATH","CJS","NA","N"
"241","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2811,18223,"G","A","SY","M",14.9,NA,NA,8.3,5.22,6.07,68,17.49,58,"01103F812F","NA","KATH","CJS","NA","N"
"242","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2811,18224,"G","A","SY","M",15.9,NA,NA,7.77,5.69,6.22,66,19.1,53,"01103F7961","NA","KATH","CJS","NA","N"
"243","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2631,2645,"G","A","ASY","F",15.2,NA,NA,6.88,5.2,5.9,65,15.5,55,"01103F42B0","NA","KATH","AJS","NA","R"
"244","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2020,49019,"A","Y","ASY","M",14.4,NA,NA,7.22,4.93,5.73,69,16,56,"NA","NA","KATH","AJS","RECOVERED BF519","R"
"245","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2811,18225,"NA","A","SY","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","KATH","AJS","NA","N"
"246","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2811,18226,"G","A","SY","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01103F5B7A","NA","KATH","CJS","NA","N"
"247","PABU",2019-06-18,"FL",0,"LTSP",NA,NA,2811,18227,"G","A","SY","M",17.2,NA,NA,7.84,4.7,6.16,55,17.52,55,"01103F60B5","NA","KATH","AJS","NA","N"
"248","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18228,"G","A","SY","M",15,NA,NA,8.13,5.5,6.66,68,17.93,55,"01103F8BFF","NA","KATH","CJS","NA","N"
"249","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18229,"G","A","SY","F",16.2,NA,NA,8.26,5.8,6.21,64,19.56,53,"01103F46B5","NA","KATH","CJS","NA","N"
"250","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18230,"G","A","SY","M",16.8,NA,NA,8.24,5.84,6.49,67,18.92,54,"01103F8AAA","NA","KATH","CJS","NA","N"
"251","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2645,"G","G/A","ASY","F",15.2,NA,NA,NA,NA,NA,NA,NA,NA,"NA","BT296","KATH","AJS","RECAP FROM YESTERDAY","R"
"252","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18231,"G","A","ASY","M",14.2,NA,NA,NA,NA,NA,NA,NA,NA,"01103F55E1","NA","KATH","CJS","NA","N"
"253","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18232,"G","A","SY","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01103F82AC","NA","KATH","AJS","NA","N"
"254","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18233,"G","A","SY","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01103F761C","NA","KATH","CJS","NA","N"
"255","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2649,"G","A","ASY","M",14.9,NA,NA,8.17,5.35,6.39,70,17.82,61,"01103F7D6E","NA","KATH","CJS","NA","R"
"256","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2641,"G","G/A","ASY","F",14.1,NA,NA,7.71,4.6,5.39,65,17.64,54,"01103F403A","BT265","KATH","AJS","NA","R"
"257","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2637,"G/A","G","ASY","M",15.6,NA,NA,7.32,4.81,6.13,69,18.26,55,"01103F3DAF","BT228","KATH","AJS","RECOVERED BN992","R"
"258","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18234,"G","A","SY","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01103F5E7B","NA","KATH","CJS","NA","N"
"259","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2662,"G","A","ASY","M",14.2,NA,NA,NA,NA,NA,NA,NA,NA,"01103F7763","NA","KATH","CJS","NA","R"
"260","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2677,"G/A","G","ASY","M",15.4,NA,NA,7.24,5.24,5.84,67,17.92,55,"01103F459E","BT200","KATH","AJS","NA","R"
"261","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18235,"G","A","SY","M",16.2,NA,NA,8.34,5.21,6.38,66,19.1,55,"01103F4CD4","NA","KATH","CJS","NA","N"
"262","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18236,"G","A","SY","M",15.1,NA,NA,7.66,5.1,6.12,68,18.64,55,"01103F3C8C","NA","KATH","CJS","NA","N"
"263","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18237,"G","A","SY","F",14.9,NA,NA,8.14,5.42,6.06,64,18.56,55,"01103F7D7E","NA","KATH","CJS","NA","N"
"264","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18238,"G","A","SY","M",14.3,NA,NA,7.93,5.8,6.27,65,17.56,57,"01103F4E57","NA","KATH","CJS","NA","N"
"265","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18239,"G","G/A","ASY","M",15.5,NA,NA,8.14,4.7,5.71,68,17.64,55,"01103F7FF2","BT226","KATH","AJS","NA","N"
"266","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18241,"G","A","SY","M",15,NA,NA,8,5.02,6.29,69,18.51,56,"01103F547F","NA","KATH","CJS","NA","N"
"267","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18240,"G","A","SY","F",15,NA,NA,8.3,5.54,6.49,63,18.6,55,"01103F3C8F","NA","KATH","CJS","NA","N"
"268","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18242,"G","A","SY","M",14.9,NA,NA,8.06,5.24,6.27,67,18.87,55,"01103F6266","NA","KATH","CJS","NA","N"
"269","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18243,"G","A","SY","M",15.1,NA,NA,7.83,5.42,6.29,66,18.07,60,"01103F3B72","NA","KATH","CJS","NA","N"
"270","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18244,"NA","A","SY","M",15.1,NA,NA,8.57,5.61,6.25,67,18.62,57,"NA","NA","KATH","CJS","NA","N"
"271","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2020,49006,"NA","A","ASY","M",16.8,NA,NA,7.81,5.15,6.16,72,18.3,65,"NA","NA","KATH","AJS","RECOVERED BP042","R"
"272","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2632,"NA","G/A","ASY","F",15.2,NA,NA,8.22,4.96,5.73,63,16.4,52,"NA","BT279","KATH","AJS","NA","R"
"273","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2642,"G/A","NA","ASY","M",16.7,NA,NA,6.4,4.7,5.56,66,18,53,"NA","BT215","KATH","AJS","RECOVERED BP007","R"
"274","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2647,"NA","G/A","ASY","F",18.5,NA,NA,7.47,4.95,5.72,66,16.7,56,"NA","BT283","KATH","AJS","NA","R"
"275","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18245,"G","A","SY","M",14.2,NA,NA,8.63,5.6,6.01,66,18.94,57,"01103F7CE2","NA","KATH","CJS","NA","N"
"276","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18231,"G","G/A","ASY","M",15.3,NA,NA,NA,NA,NA,NA,NA,NA,"NA","BT223","KATH","AJS","NA","R"
"277","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2657,"NA","G/A","ASY","F",15.8,NA,NA,NA,NA,NA,NA,NA,NA,"NA","BT298","KATH","AJS","NA","R"
"278","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2020,49019,"A","NA","ASY","M",14.4,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","KATH","AJS","NA","R"
"279","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2655,"NA","G/A","ASY","F",16.5,NA,NA,NA,NA,NA,NA,NA,NA,"NA","BT291","KATH","AJS","NA","R"
"280","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2811,18246,"NA","G/A","ASY","M",16.5,NA,NA,NA,NA,NA,NA,NA,NA,"NA","BT239","KATH","AJS","NA","N"
"281","PABU",2019-06-19,"FL",0,"LTSP",NA,NA,2631,2636,"NA","G/A","ASY","F",15,NA,NA,NA,NA,NA,NA,NA,NA,"NA","BT287","KATH","AJS","NA","R"
"282","PABU",2019-06-20,"FL",0,"LTSP",NA,NA,2020,49015,"G/A","NA","ASY","M",15,NA,NA,7.67,4.65,5.8,70,16.18,55,"NA","BT229","KATH","AJS","RECOVERED BP041","R"
"283","PABU",2019-06-20,"FL",0,"LTSP",NA,NA,2811,18247,"NA","A","SY","M",15.3,NA,NA,8.4,5.77,5.83,67,17.49,55,"NA","NA","KATH","CJS","NA","N"
"284","PABU",2019-06-20,"FL",0,"LTSP",NA,NA,2631,2660,"NA","A","SY","M",15.5,NA,NA,8.14,5.44,6.37,65,18.68,53,"NA","NA","KATH","CJS","NA","R"
"285","PABU",2019-06-20,"FL",0,"LTSP",NA,NA,2811,18248,"NA","A","SY","F",19.7,NA,NA,7.42,5.27,6.05,65,17.27,53,"NA","NA","KATH","AJS","NA","N"
"286","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2811,18249,"G","A","SY","M",15.2,NA,NA,8.41,4.72,6.04,66,17.81,53,"01103F6FCD","NA","RANG","CJS","NA","N"
"287","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2631,2666,"G","G/A","ASY","F",18.1,NA,NA,7.68,4.1,6.15,67,17.99,56,"01103F800C","BT286","RANG","AJS","NA","R"
"288","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2811,18250,"G","A","SY","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01103F66F8","NA","RANG","CJS","NA","N"
"289","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2811,18251,"G","A","SY","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01103F583D","NA","RANG","CJS","NA","N"
"290","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2631,2656,"G","G/A","ASY","F",15.8,NA,NA,8.26,5.07,5.89,63,18.66,52,"01103F8923","BT262","RANG","AJS","NA","R"
"291","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2631,2674,"G","G/A","ASY","F",16.1,NA,NA,8,4.66,6.19,66,18,54,"01103F801F","BT292","RANG","AJS","NA","R"
"292","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2631,2672,"G","A","ASY","F",14.6,NA,NA,8.09,5.71,6.33,64,18.32,58,"01103F55FC","NA","RANG","CJS","NA","R"
"293","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2811,18252,"G","A","ASY","F",16.5,NA,NA,7.09,5.53,6.42,63,17.86,52,"01103F412D","NA","RANG","CJS","NA","N"
"294","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2811,18253,"G","A","SY","M",15.1,NA,NA,7.83,5.42,6.1,67,18,53,"01103F7B9C","NA","RANG","CJS","NA","N"
"295","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2631,2667,"G","G/A","ASY","M",15.6,NA,NA,NA,NA,NA,NA,NA,NA,"01103F8ABD","BT227","RANG","AJS","NA","R"
"296","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2811,18254,"G","G/A","ASY","M",16,NA,NA,NA,NA,NA,NA,NA,NA,"01103F58E9","BT201","RANG","AJS","NA","N"
"297","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2631,2665,"G","A","ASY","F",18.2,NA,NA,7.74,5.67,6.29,64,18.46,54,"01103F5AB0","NA","RANG","CJS","NA","R"
"298","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2811,18255,"G","G/A","ASY","M",15.8,NA,NA,NA,NA,NA,NA,NA,NA,"01103F4351","BT233","RANG","AJS","NA","N"
"299","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2631,2670,"A","G","ASY","M",16.7,NA,NA,8.21,5.51,6.27,70,18.88,59,"01103F4E1F","NA","RANG","CJS","RECOVERED BP018","R"
"300","PABU",2019-06-24,"FL",0,"LTSP",NA,NA,2631,2664,"G","A","ASY","M",15.6,NA,NA,8.28,5.32,5.93,68,18.71,55,"01103F6015","NA","RANG","CJS"," HEALED BROKEN LEFT LEG","R"
"301","PABU",2019-06-25,"FL",0,"LTSP",NA,NA,2631,2671,"A","G","ASY","M",16.4,NA,NA,6.6,4.46,5.53,70,17.11,55,"01103F3FEB","NA","RANG","AJS","RECOVERED BP002","R"
"302","PABU",2019-06-26,"FL",0,"LTSP",NA,NA,2020,49004,"A","G","ASY","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01103F6455","NA","KATH","CJS","RECOVERED BN980","R"
"303","PABU",2019-06-26,"FL",0,"LTSP",NA,NA,2811,18257,"NA","A","ASY","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","KATH","CJS","NA","N"
"304","PABU",2019-06-26,"FL",0,"LTSP",NA,NA,2631,2660,"G","A","SY","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01103F8791","NA","KATH","CJS","NA","R"
"305","PABU",2019-06-27,"FL",0,"LTSP",NA,NA,2631,2648,"NA","A","ASY","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","KATH","CJS","NA","R"
"306","PABU",2019-06-28,"FL",0,"LTSP",NA,NA,2811,18258,"NA","A","ASY","M",15.9,NA,NA,7.82,5.4,6.06,70,18.5,56,"NA","NA","KATH","CJS","NA","N"
"307","PABU",2019-06-28,"FL",0,"LTSP",NA,NA,2811,18259,"NA","A","SY","M",14.6,NA,NA,7.83,5.14,5.77,66,18.54,54,"NA","NA","KATH","CJS","NA","N"
"308","PABU",2019-06-04,"GA",0,"LSSI",NA,NA,2521,44755,"W/A","R","ASY","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","RH","VRG","NA","Y"
"309","PABU",2019-06-04,"GA",0,"LSSI",NA,NA,2521,44736,"A","NA","ASY","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","RH","VRG","Recovered BN999","Y"
"310","PABU",2019-06-05,"GA",0,"LSSI",NA,NA,2521,44747,"A","NA","ASY","M",NA,NA,NA,NA,NA,NA,68,NA,55,NA,"NA","RH","VRG","Recovered BP025","Y"
"311","PABU",2019-06-05,"GA",0,"LSSI",NA,NA,2521,44752,"A","NA","ASY","M",NA,NA,NA,NA,NA,NA,64,NA,NA,"NA","NA","RH","VRG","Recovered BP024","Y"
"312","PABU",2019-06-05,"GA",0,"LSSI",NA,NA,2521,44746,"A","NA","ASY","M",NA,NA,NA,NA,NA,NA,68,NA,NA,"NA","NA","RH","VRG","Recovered BN984","Y"
"313","PABU",2019-06-05,"GA",0,"LSSI",NA,NA,2521,44740,"A","NA","ASY","M",NA,NA,NA,NA,NA,NA,69,NA,NA,"NA","NA","RH","VRG","Recovered BP012","Y"
"314","PABU",2019-06-05,"GA",0,"LSSI",NA,NA,2521,44750,"A","NA","ASY","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","RH","VRG","Recovered BP034","Y"
"315","PABU",2019-06-06,"GA",0,"LSSI",NA,NA,2020,48913,"A","NA","ASY","M",17.1,NA,NA,NA,NA,NA,68,NA,NA,"NA","NA","RH","VRG","Recovered BF540","Y"
"316","PABU",2019-06-06,"GA",0,"LSSI",NA,NA,2521,48741,"A","NA","ASY","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","RH","VRG","Recovered BN991","Y"
"317","PABU",2019-06-06,"GA",0,"LSSI",NA,NA,2521,48747,"A","NA","ASY","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,"RH","VRG","NA","Y"
"318","PABU",2019-06-07,"GA",0,"LSSI",NA,NA,2811,18301,"A","Y","AHY","F",15.6,NA,NA,NA,NA,NA,NA,NA,NA,"011016FD64","BT259","RH","VRG","NA","N"
"319","PABU",2019-06-07,"GA",0,"LSSI",NA,NA,2811,18302,"A","Y","ASY","M",16.5,NA,NA,NA,NA,NA,68,NA,54,"0110170FC6","BT176","RH","VRG","NA","N"
"320","PABU",2019-06-07,"GA",0,"LSSI",NA,NA,2811,18303,"A","Y","AHY","F",16.5,NA,NA,NA,NA,NA,NA,NA,NA,"011017313A","BT281","RH","VRG","NA","N"
"321","PABU",2019-06-07,"GA",0,"LSSI",NA,NA,2811,18304,"A","Y","ASY","M",16.4,NA,NA,NA,NA,NA,NA,NA,NA,"110171031","BT199","RH","VRG","NA","N"
"322","PABU",2019-06-07,"GA",0,"LSSI",NA,NA,2811,18305,"A","Y","AHY","F",16.4,NA,NA,NA,NA,NA,NA,NA,NA,"0110174FEA","BR258","RH","VRG","NA","N"
"323","PABU",2019-06-07,"GA",0,"LSSI",NA,NA,2811,18306,"A","Y","SY","M",16.2,NA,NA,NA,NA,NA,NA,NA,NA,"0110172F12","BT220","RH","VRG","NA","N"
"324","PABU",2019-06-07,"GA",0,"LSSI",NA,NA,2811,18307,"A","Y","ASY","M",16.1,NA,NA,NA,NA,NA,NA,NA,NA,"0110174FC9","BT184","RH","VRG","NA","N"
"325","PABU",2019-06-07,"GA",0,"LSSI",NA,NA,2811,18308,"A","Y","SY","M",15,NA,NA,NA,NA,NA,NA,NA,NA,"0110174FD6","NA","Lodge","VRG","NA","N"
"326","PABU",2019-06-07,"GA",0,"LSSI",NA,NA,2811,18309,"A","Y","ASY","F",15.9,NA,NA,NA,NA,NA,65,NA,52,"011016FCD7","BT253","Lodge","VRG","NA","N"
"327","PABU",2019-06-07,"GA",0,"LSSI",NA,NA,2521,44756,"A","Y","ASY","M",15.9,NA,NA,NA,NA,NA,NA,NA,NA,"0110174C59","NA","Lodge","VRG","Recovered BN981","Y"
"328","PABU",2019-06-07,"GA",0,"LSSI",NA,NA,2521,44750,"A","Y","ASY","M",16,NA,NA,NA,NA,NA,NA,NA,NA,"01101738EA","BT221","Lodge","VRG","NA","Y"
"329","PABU",2019-06-07,"GA",NA,"LSSI",NA,NA,2811,18310,"A","Y","SY","M",15.6,NA,NA,NA,NA,NA,NA,NA,NA,"011016FC9F","NA","Lodge","VRG","NA","N"
"330","PABU",2019-06-07,"GA",NA,"LSSI",NA,NA,2811,18311,"A","Y","ASY","M",14.4,NA,NA,NA,NA,NA,NA,NA,NA,"110174625","BT284","Lodge","VRG","NA","N"
"331","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2020,48911,"A","Y","ASY","M",16.3,NA,NA,NA,NA,NA,70,19.6,55,"0110170BD2","BT214","RH","VRG","NA","N"
"332","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2811,18312,"A","Y","ASY","M",15.1,NA,NA,NA,NA,NA,70,21.2,55,"01101738AD","BT183","RH","VRG","NA","N"
"333","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2811,18313,"A","Y","ASY","M",15.8,NA,NA,NA,NA,NA,66,20.9,56,"0110171E9D","BT207","RH","VRG","NA","N"
"334","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2811,18314,"A","Y","AHY","F",14.1,NA,NA,NA,NA,NA,64,NA,50,"1.10E+11","BT269","Lodge","VRG","NA","N"
"335","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2521,44758,"A","Y","ASY","M",16.5,NA,NA,NA,NA,NA,71,NA,52,"0110174D43","BT206","Lodge","VRG","NA","Y"
"336","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2811,18315,"A","Y","ASY","F",18,NA,NA,NA,NA,NA,65,NA,43,"0110173CEE","BT266","Lodge","VRG","NA","N"
"337","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2811,18316,"A","Y","AHY","F",14.3,NA,NA,NA,NA,NA,63,NA,48,"0110174A6E","BT272","Lodge","VRG","NA","N"
"338","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2521,44762,"A","Y","ASY","M",15.8,NA,NA,NA,NA,NA,70,NA,56,"0110174DFB","BT203","Lodge","VRG","NA","Y"
"339","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2811,18317,"A","Y","SY","M",NA,NA,NA,NA,NA,NA,68,NA,NA,"011017EC0A","NA","Lodge","VRG","NA","N"
"340","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2811,18318,"A","Y","ASY","F",16.1,NA,NA,NA,NA,NA,64,NA,50,"0110174D47","BT252","Lodge","VRG","NA","N"
"341","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2811,18319,"A","Y","SY","F",14,NA,NA,NA,NA,NA,63,NA,NA,"01101706CD","BT273","Lodge","VRG","NA","N"
"342","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2811,18320,"A","Y","ASY","F",14.1,NA,NA,NA,NA,NA,65,NA,52,"0110171F62","BT297","Lodge","VRG","NA","N"
"343","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2521,NA,"A","Y","ASY","F",14.8,NA,NA,NA,NA,NA,64,NA,52,"011016FBAB","NA","Lodge","VRG","Didn't get band number","Y"
"344","PABU",2019-06-08,"GA",0,"LSSI",NA,NA,2811,18321,"A","Y","ASY","M",16.2,NA,NA,NA,NA,NA,70,NA,58,"0110174DA4","BT193","Lodge","VRG","NA","N"
"345","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2811,18322,"A","Y","ASY","F",NA,NA,NA,NA,NA,NA,64,NA,51,"NA","NA","BR","CR","NA","N"
"346","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2811,18323,"A","Y","ASY","F",NA,NA,NA,NA,NA,NA,67,NA,54,"0110174BE3","NA","BR","CR","NA","N"
"347","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2811,18324,"A","Y","AHY","F",NA,NA,NA,NA,NA,NA,64,NA,54,"011016FB06","NA","BR","CR","NA","N"
"348","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2811,18325,"A","Y","AHY","F",NA,NA,NA,NA,NA,NA,64,NA,50,"0110170F1F","NA","BR","CR","NA","N"
"349","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2811,18450,"A","Y","SY","M",NA,NA,NA,NA,NA,NA,69,NA,54,"0110174DA7","NA","BR","CR","NA","N"
"350","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2811,18401,"A","Y","SY","M",NA,NA,NA,NA,NA,NA,67,NA,54,"011016F9E7","NA","BR","VRG","NA","N"
"351","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2811,18402,"A","Y","SY","M",NA,NA,NA,NA,NA,NA,63,NA,50,"011016FA83","NA","BR","VRG","NA","N"
"352","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2521,44725,"A","Y","ASY","F",NA,NA,NA,NA,NA,NA,63,NA,NA,"0110171C23","NA","BR","VRG","NA","Y"
"353","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2811,18403,"A","Y","ASY","M",NA,NA,NA,NA,NA,NA,63,NA,NA,"011016FCB7","NA","BR","CR","NA","N"
"354","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2811,18404,"A","Y","ASY","M",NA,NA,NA,NA,NA,NA,69,NA,55,"110173798","NA","BR","VRG","NA","N"
"355","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2811,18405,"A","Y","ASY","M",NA,NA,NA,NA,NA,NA,68,NA,54,"0110174CBC","NA","BR","VRG","NA","N"
"356","PABU",2019-06-09,"GA",0,"LSSI",NA,NA,2811,18406,"A","Y","AHY","F",NA,NA,NA,NA,NA,NA,64,NA,51,"01101746B7","NA","BR","VRG","NA","N"
"357","PABU",2019-06-10,"GA",0,"LSSI",NA,NA,2811,18407,"A","Y","ASY","M",NA,NA,NA,NA,NA,NA,74,NA,60,"011016FD70","NA","BR","VRG","NA","N"
"358","PABU",2019-06-10,"GA",0,"LSSI",NA,NA,2521,44724,"A","Y","ASY","M",NA,NA,NA,NA,NA,NA,70,NA,55,"0110174FBA","NA","BR","VRG","NA","Y"
"359","PABU",2019-06-10,"GA",0,"LSSI",NA,NA,2811,18408,"A","Y","ASY","M",NA,NA,NA,NA,NA,NA,67,NA,50,"011016FAB7","NA","BR","VRG","NA","N"
"360","PABU",2019-06-10,"GA",0,"LSSI",NA,NA,2811,18409,"A","Y","SY","M",NA,NA,NA,NA,NA,NA,65,NA,52,"011016FE1E","NA","BR","VRG","NA","N"
"361","PABU",2019-06-10,"GA",0,"LSSI",NA,NA,2811,18410,"A","Y","AHY","F",14.5,NA,NA,NA,NA,NA,66,NA,55,"0110174D38","NA","BR","CR","NA","N"
"362","PABU",2019-06-10,"GA",0,"LSSI",NA,NA,2521,44727,"A","Y","ASY","F",17,NA,NA,NA,NA,NA,68.5,NA,55,"0100172A81","NA","BR","CR","Removed A/R,O","Y"
"363","PABU",2019-06-10,"GA",0,"LSSI",NA,NA,2811,18411,"A","Y","AHY","F",15,NA,NA,NA,NA,NA,65,NA,54,"011016FE44","NA","BR","CR","NA","N"
"364","PABU",2019-06-10,"GA",0,"LSSI",NA,NA,2521,44733,"A","Y","ASY","F",16.2,NA,NA,NA,NA,NA,65,NA,56,"110171817","NA","BR","CR","NA","Y"
"365","PABU",2019-06-10,"GA",0,"LSSI",NA,NA,2521,44731,"A","Y","ASY","F",14.9,NA,NA,NA,NA,NA,63,NA,51,"011017181F","NA","BR","CR","NA","Y"
"366","PABU",2019-06-10,"GA",0,"LSSI",NA,NA,2020,48901,"A","Y","ASY","M",NA,NA,NA,NA,NA,NA,72,NA,58,"0110174F03","NA","BR","CR","Recovered BF539","Y"
"367","PABU",2019-06-13,"SC",0,"BFT",NA,NA,2811,18412,"A","Pi","ASY","M",NA,NA,NA,NA,NA,NA,69,19.2,55,"01101712F9","NA","1","CR","NA","N"
"368","PABU",2019-06-13,"SC",0,"BFT",NA,NA,2811,18413,"A","Pi","ASY","M",NA,NA,NA,NA,NA,NA,68,17.8,56,"01103F68AE","NA","1","CR","NA","N"
"369","PABU",2019-06-13,"SC",0,"BFT",NA,NA,2811,18414,"A","Pi","AHY","F",NA,NA,NA,NA,NA,NA,64,NA,53,"011016DB63","NA","1","CR","NA","N"
