"","SPECIES","DATE","STATE","TIME","LOC","LAT","LONG","BAND_PR","BAND_N","L","R","AGE","SEX","WT","FAT","BM","BILL_L","BILL_W","BILL_D","WING","TARS","TAIL","RFID","GEOLOCATOR_ID","FEEDER","BANDER","NOTES","RECAP"
"116","LAZB",2019-07-22,"UT",0,"CG",NA,NA,2811,18336,"P","A","SY","M",15.9,0,NA,7.5,4.91,4.91,68,17.73,52,"011016DB60",NA,"CG6","AMV","FULL BP","N"
"117","LAZB",2019-07-24,"UT",0,"CG",NA,NA,2811,18337,"P","OA","ASY","M",15.3,0,NA,7.39,4.93,5.87,74,17.66,55,"01103F8C80","BT185","CG4","KSS","SMALL CP","N"
"118","LAZB",2019-07-24,"UT",0,"CG",NA,NA,2811,18338,"P","A","SY","M",15.5,0,NA,8,5.58,6.06,74,17.34,55,"0110173332",NA,"CG4","KSS","NO CP, VENTRAL/DORSAL/FLANK MOLT JUST BREAKING","N"
"119","LAZB",2019-07-26,"UT",0,"CG",NA,NA,2811,18339,"P","A","SY","F",14,0,NA,7.84,4.75,5.8,66,17.16,52,"011016BC97",NA,"CG6","AMV","ALL CONTOUR TRACKS MOLTING, MISSING R/LR1-2 SYMM.","N"
"120","LAZB",2019-07-26,"UT",0,"CG",NA,NA,2811,18340,"P","A","ASY","M",15,1,NA,7.5,4.79,5.94,72,17.98,55,"0110173B6D",NA,"CG6","KSS","LARGE CP","N"
"121","LAZB",2019-07-29,"UT",0,"CG",NA,NA,2811,18341,"P","A","ASY","M",14.9,0,NA,7.73,4.67,6.06,71,16.61,55,"011016F007",NA,"CG1","KSS","LARGE CP, DORSAL MOLT","N"
"122","LAZB",2019-07-29,"UT",0,"CG",NA,NA,2811,18342,"P","A","SY","M",15,1,NA,7.18,5.18,5.88,71,16.76,50,"0110171733",NA,"CG1","KSS","NO CP, HEAVY MOLT ALL CONTOUR TRACTS","N"
"123","LAZB",2019-07-29,"UT",0,"CG",NA,NA,2811,18343,"A","P","HY","U",17.9,0,NA,6.41,4.35,5.22,71,17.02,47,"01101715D2",NA,"CG1","KSS","NOT USING FEEDER, FULLY FLIGHTED","N"
"124","LAZB",2019-07-30,"UT",0,"DC",NA,NA,2811,18344,"A","U","HY","U",13.4,0,NA,7.39,5.11,6.39,69,16.28,53,"01103F4052",NA,"DC3","AMV","ACTUALLY WENT IN TO USE FEEDER!","N"
"125","LAZB",2019-08-01,"UT",0,"DC",NA,NA,2811,18345,"U","OA","ASY","M",15.8,0,NA,8.11,6.05,5.35,74,17.53,56,"01103F6459","BT195","DC2","KSS","SMALL CP, DORSAL PINS BREAKING","N"
"126","LAZB",2019-08-01,"UT",0,"DC",NA,NA,2811,18346,"U","A","AHY","F",14.3,0,NA,7.42,5.88,5.13,68,17.2,54,"0110347C3",NA,"DC2","AMV","BP IN PIN","N"
"127","LAZB",2019-08-01,"UT",0,"DC",NA,NA,2811,18347,"U","OA","ASY","U",15.5,0,NA,7.27,7.41,5.33,73,17.61,53,"01103F8DCD","BT171","DC2","KSS","SMALL CP, ALL CONTOUR TRACTS BREAKING PIN","N"
"128","LAZB",2019-08-01,"UT",0,"DC",NA,NA,2811,18348,"U","OA","SY","M",15.2,0,NA,7.63,6.09,5.29,72,18.02,53,"01103F460C","BT163","DC2","KSS","SMALL CP, LIGHT MOLT DORSAL/HEAD","N"
"129","LAZB",2019-08-01,"UT",0,"DC",NA,NA,2811,18349,"U","YA","ASY","M",16.7,0,NA,7.49,5.98,5.31,74,16.56,54,"01103F57DE","BT194","DC2","KSS","MED CP, LIGHT DORSAL MOLT","N"
"130","LAZB",2019-08-01,"UT",0,"DC",NA,NA,2811,18350,"U","A","SY","M",14.1,0,NA,7.64,6,5.31,70,15.93,49,"01103F58AA",NA,"DC2","KSS","NO CP, EXTREMELY LIGHT DORSAL MOLT","N"
"131","LAZB",2019-08-01,"UT",0,"DC",NA,NA,2811,18351,"U","A","SY","M",14.7,0,NA,6.43,5.64,5.29,71,16.26,54,"01103F3B50",NA,"DC2","KSS","NO CP, DORSAL MOLT ~HALF COMPLETE","N"
"132","LAZB",2019-08-01,"UT",0,"DC",NA,NA,2811,18352,"U","A","SY","M",15.5,0,NA,7.42,5.96,NA,73,17.78,57,"01103F3F95",NA,"DC2","KSS","NO CP, LIGHT DORSAL MOLT","N"
"133","LAZB",2019-08-01,"UT",0,"DC",NA,NA,2811,18353,"U","A","SY","M",18.9,3,NA,7.09,5.88,5.11,69,17.27,53,"01103F8584",NA,"DC2","AMV","NO CP, SOOOOO MUCH FAT! (I WOULD SCORE IT A 5 ON MAD ISLAND SCALE, DORSAL MOLT PERTTY MUCH COMPLETE","N"
"134","LAZB",2019-08-01,"UT",0,"DC",NA,NA,2811,18354,"U","A","SY","F",14.1,0,NA,6.98,5.02,6.02,65,16.08,51,"01103F4D81",NA,"DC2","AMV","BP IN PIN","N"
"135","LAZB",2019-08-01,"UT",0,"DC",NA,NA,2811,18355,"U","A","SY","F",13.3,0,NA,7.45,5.25,6.17,66,16.96,53,"01103F547D",NA,"DC2","AMV","BP IN PIN","N"
"136","LAZB",2019-08-01,"UT",0,"CC",NA,NA,2811,18356,"U","A","SY","M",16.1,1,NA,7.34,4.91,5.86,72,16.55,55,"01103F3FAE",NA,"CC2","AMV","SMALL CP, COMPLETED DORSAL MOLT","N"
"137","LAZB",2019-08-01,"UT",0,"CC",NA,NA,2811,18357,"U","A","SY","F",13.8,0,NA,7.06,5.16,5.83,68,16.58,54,"01103F5ACC",NA,"CC2","AMV","FULL BP","N"
"138","LAZB",2019-08-01,"UT",0,"CC",NA,NA,2811,18358,"A","U","HY","U",14.1,1,NA,7.11,5.23,5.84,69,16.91,54,"01103F6EDD",NA,"CC2","AMV","SO FRESH! SUSPECT F AS CONTOUR FEATHERS LOOK TO BE REPLACED  (1ST PF MOLT) BUT I HAVE NOT SEEN ANY HY MALES TO COMPARE WITH. WILL UPDATE IF I GET MORE EXAMPLES.","N"
"139","LAZB",2019-08-01,"UT",0,"CC",NA,NA,2811,18359,"U","A","SY","F",14.3,1,NA,7.39,5.21,6.24,66,16.49,52,"01103F4895",NA,"CC2","AMV","BP IN PIN","N"
"140","LAZB",2019-08-01,"UT",0,"CC",NA,NA,2811,18117,NA,"A",NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC2","KSS","RECAPPED FEMALE. ON CAP NOTICED LEFT FOOT JOINT TO BE EXTREMELY SWOLLEN AND INFECTED. UPON CLOSER INSPECTION ENTIRE FOOT WAS NON RESPONSIVE, BLACK, AND DESCICATED. RFID BAND SPINS FREELY BUT WAS PUTTING SOME PRESSURE ON INFECTED PORTION. I CUT THE BAND OFF TO AVOID UNNECESSARY AGGITATION AND PREVENT FURTHER LOSS OF ADDITIONAL LEG SEGMENTS. FOOT WILL BE LOST SOON. TARSUS UNDER RFID BAND WAS IN GOOD CONDITION. TOP JOINT OF FOOT RESEMBLED INFECTIONS AND SWELLING OF PLOVERS WITH MONO/HAIR ENTANGLMENT. NO FIBERS WERE FOUND. INJURY COULD HAVE BEEN A LACERATION AND SUBSEQUENT INFECTION. BAND EDGE WAS NOT SHARP AND WAS UNLIKELY TO HAVE BEEN ORIGINAL CAUSE OF INJURY. BIRD OVERALL WAS FIESTY AND SEEMED TO BE FUNCTIONING WELL DESPITE LOSS OF FOOT FUNCTION.","N"
"141","LAZB",2019-08-01,"UT",0,"CC",NA,NA,2811,18356,"U","A","SY","M",16.1,1.5,NA,7.34,4.91,5.86,72,16.55,55,"01103F3FAE",NA,"CC2","AMV","SMALL CP, COMPLETED DORSAL MOLT","N"
"142","PABU",2019-05-22,"NC",0,"BHI",NA,NA,2811,18500,"B","A/B","AHY","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01103F504E","BT282","BHI2","AJS","NA","N "
"143","PABU",2019-05-22,"NC",0,"BHI",NA,NA,2811,18499,"B","A/B","ASY","M",16.2,NA,NA,7.34,5,5.45,68,16.23,55,"01103F7C39","BT212","BHI2","AJS","NA","N"
"144","PABU",2019-05-22,"NC",0,"BHI",NA,NA,2811,18498,"B","A/B","ASY","M",NA,NA,NA,7.12,4.81,6.15,70,17.34,57,"01103F7F6B","BT224","BHI2","AJS","NA","N "
"145","PABU",2019-05-22,"NC",0,"BHI",NA,NA,2811,18497,"B","A/B","ASY","M",NA,NA,NA,6.91,4.72,6.11,67,17.71,55,"01103F83CC","BT208","BHI2","AJS","NA","N"
"146","PABU",2019-05-22,"NC",0,"BHI",NA,NA,1831,45746,"A/(Y/R)","K/W","ASY","M",NA,NA,NA,8.25,4.74,6.57,70,15.78,56,"NA","BT242","BHI2","AJS","LATER TOOK THIS GEO OFF AND REPLACED WITH BT232 BECAUSE IT WAS OFF CENTER. WILL DEPLOY 242 LATER","R"
"147","PABU",2019-05-22,"NC",0,"BHI",NA,NA,2811,18496,"B","A/B","ASY","M",NA,NA,NA,7.09,5.37,5.83,72,17.92,60,"01103F3DEO","BT243","BHI2","AJS","NA","N"
"148","PABU",2019-05-23,"NC",0,"BHI",NA,NA,2811,18495,"B","A/B","ASY","M",NA,NA,NA,6.93,4.85,5.86,68,16.57,56,"01103F777D","BT240","BHI1","AJS","NA","N "
"149","PABU",2019-05-23,"NC",0,"BHI",NA,NA,2000,81629,"A/(R/Y)","G","ASY","M",16.6,NA,NA,8.2,4.89,6.67,69,18.85,56,"NA","BT219","BHI1","AJS","NA","R"
"150","PABU",2019-05-23,"NC",0,"BHI",NA,NA,1831,45738,"A/(Y/R)","B","ASY","M",15.9,NA,NA,8.29,5.51,6.22,70,19.37,58,"NA","BT225","BHI1","AJS","NA","R"
"151","PABU",2019-05-24,"NC",0,"BHI",NA,NA,2811,18494,"B","A","SY","M",15.2,NA,NA,8.07,5.36,6.34,69,18.61,54,"01103F78CA","NA","BH1","CJS","NA","N"
"152","PABU",2019-05-25,"NC",0,"BHI",NA,NA,2591,3885,"B/G","(Y/R)/A","ASY","M",16.1,NA,NA,7.74,4.94,6.24,69,18.48,56,"NA","BT231","BH2","AJS","NA","R"
"153","PABU",2019-05-25,"NC",0,"BHI",NA,NA,2811,18493,"B","A","SY","M",17.2,NA,NA,7.76,5.23,5.93,69,16.4,56,"01103F409A","NA","BH1","AJS","NA","N"
"154","PABU",2019-05-26,"NC",0,"BHI",NA,NA,2811,18492,"B","A","SY","M",NA,NA,NA,7.22,4.39,5.42,70,16.79,53,"01103F40A7","NA","BH3","AJS","NA","N "
"155","PABU",2019-05-26,"NC",0,"BHI",NA,NA,2811,18491,"B","A","SY","M",15.3,NA,NA,7.62,4.92,6.33,65,18.04,51,"01103F6313","NA","BH3","CJS","NA","N"
"156","PABU",2019-05-26,"NC",0,"BHI",NA,NA,2811,18490,"B","A/B","AHY","F",NA,NA,NA,7.83,4.91,5.29,66,16.64,51,"01103F7AE7","BT268","BH3","AJS","NA","N "
"157","PABU",2019-05-26,"NC",0,"BHI",NA,NA,2811,18489,"B","A/B","AHY","F",16.4,NA,NA,6.91,5.14,6.01,67,16.52,53,"01103F5976","BT290","BH3","AJS","NA","N"
"158","PABU",2019-05-26,"NC",0,"BHI",NA,NA,1831,45746,"A/(Y/R)","K/W","ASY","M ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","BT232","BH3","AJS","RECAP, GEO WAS OFF-CENTER SO WE CUT OFF BT242 AND REPLACED WITH BT 232","R"
"159","PABU",2019-05-26,"NC",0,"BHI",NA,NA,2511,40532,"A/(Y/R)","GRAY","ASY","M",16.8,NA,NA,7.98,4.7,5.79,72,18.26,56,"NA","NA","BH3","AJS","MISSING ALL TOES ON R, NO GEO APPLIED","R"
"160","PABU",2019-05-27,"NC",0,"BHI",NA,NA,2811,18488,"B","A/B","AHY","F",15.5,NA,NA,6.78,5.43,4.27,62,16.33,50,"01103F5CF0","BT275","BH4","AJS","NA","N "
"161","PABU",2019-05-27,"NC",0,"BHI",NA,NA,2811,18487,"B","A","SY","M",16.5,NA,NA,7.15,5.78,5.02,68,17.12,55,"01103F6B40","NA","BH4","AJS","NA","N"
"162","PABU",2019-05-27,"NC",0,"BHI",NA,NA,2811,18486,"B","A","SY","M",16.5,NA,NA,7.85,5.19,6.22,67,19.02,54,"01103F51CA","NA","BH4","CJS","NA","N "
"163","PABU",2019-05-27,"NC",0,"BHI",NA,NA,2811,18485,"B","A","SY","M",16.7,NA,NA,8.3,5.7,6.55,68,18.48,58,"01103F84F7","NA","BH4","CJS","NA","N"
"164","PABU",2019-05-27,"NC",0,"BHI",NA,NA,2811,18484,"B","A/B","ASY","M",16.6,NA,NA,7.09,4.97,5.07,69,16.82,59,"01103F8DA9","BT242","BH4","AJS","THIS GEO WAS CUT OFF A BIRD YESTERDAY AND REAPPLIED TODAY","N "
"165","PABU",2019-05-27,"NC",0,"BHI",NA,NA,2811,18483,"B","A/B","ASY","M",16.3,NA,NA,7.75,5.32,6.45,72,18.31,57,"01103F573D","BT250","BH4","AJS","FEMALE GEO ON MALE; ","N"
"166","PABU",2019-05-27,"NC",0,"BHI",NA,NA,2811,18482,"B","A","SY","M",16.1,NA,NA,7.31,5.02,6.56,69,19.59,55,"01103F4E5F","NA","BH4","CJS","NA","N "
"167","PABU",2019-05-27,"NC",0,"BHI",NA,NA,2811,18481,"B","A","SY","M",14.8,NA,NA,7.77,4.83,6.06,66,18.86,59,"01103F8146","NA","BH4","CJS","RECENTLY HEALED INJURY ON SCALP, DOUBLE-CHECKED WEIGHT","N"
"168","PABU",2019-05-27,"NC",0,"BHI",NA,NA,2811,18480,"B","A/B","AHY","F",16.4,NA,NA,7.64,5.22,6.17,64,17.81,51,"01103F8D51","BT255","BH4","AJS","NA","N "
"169","PABU",2019-05-27,"NC",0,"BHI",NA,NA,2811,18479,"B","A","SY","M",17.8,NA,NA,8.32,5.33,6.22,69,19.06,54,"01103F7AC3","NA","BH1","CJS","NA","N"
"170","PABU",2019-05-27,"NC",0,"BHI",NA,NA,2811,18478,"B","A/B","ASY","M",15.6,NA,NA,7.49,4.69,6.16,68,17.72,55,"01103F4440","BT277","BH1","AJS","FEMALE GEO ON MALE, HAD SOME SKIN DISEASE ON SCALP","N "
"171","PABU",2019-05-28,"NC",0,"BHI",NA,NA,2521,33215,"Y","A/R","ASY","F",15.1,NA,NA,6.98,4.46,5.76,66,16.38,52,"NA","BT274","BH2","AJS","NA","R"
"172","PABU",2019-05-29,"SC",0,"SPIS",NA,NA,2811,18477,"R","A/R","AHY","F",15.3,NA,NA,7,4.73,5.54,67,19,57,"01103F6805","BT251","NACE","AJS","NA","N "
"173","PABU",2019-05-29,"SC",0,"SPIS",NA,NA,2811,18476,"R","R/A","AHY","F",14.9,NA,NA,9.21,5.17,6.09,65,17.52,52,"01103F4A5A","BT288","NACE","AJS","NA","N"
"174","PABU",2019-05-29,"SC",0,"SPIS",NA,NA,2811,18475,"R","R/A","ASY","F",14.8,NA,NA,7.71,5.19,5.76,64,NA,57,"01103F879A","BT289","NACE","AJS","NA","N "
"175","PABU",2019-05-29,"SC",0,"SPIS",NA,NA,2521,44800,"R","R/A","ASY","F",14.2,NA,NA,7.62,4.1,5.24,65,17.7,50,"01103F6A91","BT254","NACE","AJS","NA","R"
"176","PABU",2019-05-29,"SC",0,"SPIS",NA,NA,2811,18474,"R","A","SY","M",15.3,NA,NA,NA,NA,NA,NA,NA,NA,"01103F8B8B","NA","NACE","CJS","PROCESSED QUICKLY SO WE COULD WORK ON THE GEO BIRD","N "
"177","PABU",2019-05-30,"SC",0,"SPIS",NA,NA,2811,18473,"R","A","SY","F",16.7,NA,NA,7.1,4.16,5.6,64,16.46,54,"01103F78DA","NA","WEST","AJS","NA","N"
"178","PABU",2019-05-30,"SC",0,"SPIS",NA,NA,2811,18472,"R","A","SY","M",14.9,NA,NA,8.47,6.38,6.47,68,18.67,55,"01103F595A","NA","WEST","CJS","NA","N "
"179","PABU",2019-05-30,"SC",0,"SPIS",NA,NA,2811,18471,"R","A","SY","M",14.4,NA,NA,8.03,4.96,6.36,68,17.94,59,"01103F5316","NA","WEST","CJS","NA","N"
"180","PABU",2019-05-30,"SC",0,"SPIS",NA,NA,2811,18470,"R","R/A","ASY","F",17.1,NA,NA,7.53,4.96,5.72,66,18.35,53,"01103F5F38","BT293","WEST","AJS","NA","N "
"181","PABU",2019-05-30,"SC",0,"SPIS",NA,NA,2811,18469,"R","R/A","AHY","F",15.7,NA,NA,6.91,5.09,6.41,64,16.89,52,"01103F6741","BT278","WEST","AJS","NA","N"
"182","PABU",2019-05-30,"SC",0,"SPIS",NA,NA,2811,18468,"R","R/A","ASY","F",14.2,NA,NA,7.69,5.1,5.68,65,18,54,"01103F88AC","BT260","WEST","AJS","NA","N "
"183","PABU",2019-05-30,"SC",0,"SPIS",NA,NA,2631,2685,"R","R/A","ASY","F",14.1,NA,NA,8.24,4.97,5.85,67,17.61,59,"01103F5890","BT299","WEST","AJS","BLUE BODY FEATHERS","R"
"184","PABU",2019-05-30,"SC",0,"SPIS",NA,NA,2631,2696,"R","R/A","ASY","F",14.6,NA,NA,7.4,5.27,6.03,66,17.42,53,"01103F5ACB","BT264","WEST","AJS","NA","R"
"185","PABU",2019-05-30,"SC",0,"SPIS",NA,NA,2631,2686,"R","A","ASY","F",15.3,NA,NA,8.79,5.24,6.08,66,19.08,53,"01103F820D","NA","WEST","CJS","NA","R"
"186","PABU",2019-05-30,"SC",0,"SPIS",NA,NA,2811,18467,"R","A","SY","M",14.8,NA,NA,8.26,4.68,6.17,66,18.58,60,"01103F854F","NA","WEST","CJS","PEANUT","N "
"187","PABU",2019-05-30,"SC",0,"SPIS",NA,NA,2631,2690,"R/A","A","ASY","M",16.4,NA,NA,8.16,4.5,5.81,71,17.38,55,"01103F81E9","BT216","WEST","AJS","BALDY","R"
"188","PABU",2019-05-31,"SC",0,"SPIS",NA,NA,2811,18466,"R","A","SY","M",15.6,NA,NA,8.8,5.18,6.78,68,19.35,58,"01103F8C74","NA","COOP","CJS","NA","N "
"189","PABU",2019-05-31,"SC",0,"SPIS",NA,NA,2811,18465,"R","A","SY","F",15.9,NA,NA,7.95,5.5,5.92,66,17.98,59,"01103F525E","NA","NACE","CJS","NA","N"
"190","PABU",2019-05-31,"SC",0,"SPIS",NA,NA,2811,18464,"R","A","SY","M",16.5,NA,NA,8.39,5.79,6.45,67,19.61,59,"01103F62DA","NA","NACE","CJS","NA","N "
"191","PABU",2019-05-31,"SC",0,"SPIS",NA,NA,2521,44795,"R/A","R","ASY","M",15.7,NA,NA,7.91,4.6,5.91,70,18.66,55,"01103F5DCA","BT285","NACE","AJS","ADDED R OVER A, recovered BN959","R"
"192","PABU",2019-05-31,"SC",0,"SPIS",NA,NA,2521,44772,"R/A","R","ASY","M",16.3,NA,NA,7.22,4.25,6.5,70,16.56,56,"01103F4449","BT234","NACE","AJS","ADDED R OVER A, recovered BP038","R"
"193","PABU",2019-05-31,"SC",0,"SPIS",NA,NA,2521,44776,"R/A","R","ASY","M",16.4,NA,NA,7.76,4.87,5.93,72,16,58,"01103F6EE4","BT238","NACE","AJS","ADDED R OVER A,recovered BP026","R"
"194","PABU",2019-05-31,"SC",0,"SPIS",NA,NA,2811,18463,"A","R/A","ASY","F",16.2,NA,NA,7.52,4.37,5.16,66,17.6,55,"01103F528E","BT295","NACE","AJS","NA","N "
"195","PABU",2019-06-01,"SC",0,"SPIS",NA,NA,2811,18462,"R","A","SY","M",15.7,NA,NA,7.81,5.33,6.82,66,19.04,53,"01103F4230","NA","NEAL","CJS","NA","N"
"196","PABU",2019-06-01,"SC",0,"SPIS",NA,NA,2811,18461,"R","A","SY","M",15.1,NA,NA,8.26,5.6,6.82,68,18.81,54,"01103F40B4","NA","NEAL","CJS","NA","N "
"197","PABU",2019-06-01,"SC",0,"SPIS",NA,NA,2521,44775,"R","R/A","ASY","F",15.2,NA,NA,7.31,4.74,5.92,66,17.72,54,"01103F4CFC","BT276","NEAL","AJS","LAST FEMALE GEO FOR SC","R"
"198","PABU",2019-06-01,"SC",0,"SPIS",NA,NA,2811,18460,"R","A","ASY","F",17.3,NA,NA,7.85,5.74,6.5,66,19.16,56,"01103F53A3","NA","NEAL","CJS","NA","N "
"199","PABU",2019-06-02,"SC",0,"SPIS",NA,NA,2811,18459,"R","A","ASY","F",14.1,NA,NA,7.62,5.48,6.53,64,17.93,58,"01103F73D7","NA","HOUS","CJS","NA","N"
"200","PABU",2019-06-02,"SC",0,"SPIS",NA,NA,2811,18458,"R","A","ASY","F",15,NA,NA,7.61,5.04,6.08,65,19.39,55,"01103F6EC8","NA","HOUS","CJS","NA","N"
"201","PABU",2019-06-02,"SC",0,"SPIS",NA,NA,2811,18457,"R","A","SY","F",16.1,NA,NA,8.31,5.33,6.37,66,19.08,61,"0700EDB191","NA","HOUS","CJS","NA","N"
"202","PABU",2019-06-02,"SC",0,"SPIS",NA,NA,2521,44770,"R/A","R","ASY","M",NA,NA,NA,8.28,4.4,6.01,69,17.32,54,"01103F7956","BT222","HOUS","AJS","ADDED R OVER A, recovered BP015, FORGOT TO WEIGH","R"
"203","PABU",2019-06-02,"SC",0,"SPIS",NA,NA,2811,18456,"R","A","SY","M",15.9,NA,NA,8.52,5.22,6.27,67,18.98,60,"01103F49CF","NA","HOUS","CJS","NA","N"
"204","PABU",2019-06-03,"SC",0,"SPIS",NA,NA,2811,18455,"R","A","ASY","F",14.2,NA,NA,8.25,5.19,6.36,65,18.37,54,"01103F7DF8","NA","HOUS","CJS","NA","N"
"205","PABU",2019-06-03,"SC",0,"SPIS",NA,NA,2811,18454,"R","A","SY","M",15.7,NA,NA,8.78,5.35,6.36,67,18.96,59,"01103F4F9B","NA","HOUS","CJS","NA","N"
"206","PABU",2019-06-03,"SC",0,"SPIS",NA,NA,2811,18453,"R","A","SY","F",14.6,NA,NA,8.28,6.43,4.97,62,17.52,61,"01103F6220","NA","WEST","CJS","NA","N"
"207","PABU",2019-06-03,"SC",0,"SPIS",NA,NA,2811,18452,"R","A","SY","F",14,NA,NA,7.66,5.35,6.09,64,18.99,59,"01103F8575","NA","WEST","CJS","NA","N"
"208","PABU",2019-06-03,"SC",0,"SPIS",NA,NA,2811,18451,"R","A","SY","M",15.5,NA,NA,8.16,5.55,6.44,65,19.5,56,"01103F8683","NA","WEST","CJS","NA","N"
"209","PABU",2019-06-03,"SC",0,"SPIS",NA,NA,2811,18201,"R","R/A","ASY","M",16.5,NA,NA,7.38,4.94,5.7,71,17.94,58,"01103F6B38","BT230","WEST","AJS","NA","N"
"210","PABU",2019-06-03,"SC",0,"SPIS",NA,NA,2631,2691,"R","A","ASY","F",13.5,NA,NA,8.42,5.35,6.24,64,18.25,56,"01103F4763","NA","WEST","CJS","NA","R"
"211","PABU",2019-06-03,"SC",0,"SPIS",NA,NA,2631,2681,"R/A","R/A","ASY","M",15.4,NA,NA,7.46,5.46,6.06,72,17.29,57,"01101715B1","BT210","WEST","AJS","ADDED R OVER A, recovered  BN985","R"
"212","PABU",2019-06-04,"SC",0,"SPIS",NA,NA,2811,18202,"R","A","SY","M",15.3,NA,NA,8.3,5.44,6.23,67,18.24,56,"01103F6F8A","NA","BASA","CJS","NA","N"
"213","PABU",2019-06-04,"SC",0,"SPIS",NA,NA,2521,44786,"A","R","ASY","F",15.7,NA,NA,8.25,5.17,6.07,66,18.07,53,"0700EDF573","NA","COOP","CJS","NA","R"
"214","PABU",2019-06-04,"SC",0,"SPIS",NA,NA,2811,18203,"R","A","SY","M",16.1,NA,NA,9,5.15,6.5,66,19.41,59,"01103F7EAE","NA","COOP","CJS","NA","N"
"215","PABU",2019-06-04,"SC",0,"SPIS",NA,NA,2811,18204,"A","R","SY","F",15.8,NA,NA,8.05,5.07,5.95,64,18.72,54,"01103F51DF","NA","COOP","CJS","NA","N"
"216","PABU",2019-06-05,"SC",0,"SPIS",NA,NA,2521,44785,"R","A","ASY","F",14.2,NA,NA,8.08,5.44,6.22,64,19.33,59,"01103F88CD","NA","COOP","CJS","NA","R"
"217","PABU",2019-06-06,"SC",0,"SPIS",NA,NA,2521,44787,"A","R","ASY","M",14,NA,NA,9.09,4.65,6.06,68,18.27,53,"01103F892B","NA","NEAL","AJS","UNDERWEIGHT FOR GEO","R"
"218","PABU",2019-06-06,"SC",0,"SPIS",NA,NA,2811,18205,"A","R","ASY","F",14.9,NA,NA,8.32,5.09,6.58,64,18.16,58,"01103F7059","NA","NEAL","CJS","NA","N"
"219","PABU",2019-06-06,"SC",0,"SPIS",NA,NA,2811,18206,"A","R","SY","M",14.7,NA,NA,7.61,5.03,6.42,64,18.32,50,"01103F868D","NA","NEAL","CJS","NA","N"
"220","PABU",2019-06-06,"SC",0,"SPIS",NA,NA,2521,44790,"R","A","ASY","F",16.4,NA,NA,8.02,4.92,6.13,66,18.19,61,"01103F5CDB","NA","COOP","CJS","NA","R"
"221","PABU",2019-06-07,"SC",0,"SPIS",NA,NA,2811,18207,"R","A","SY","F",14.9,NA,NA,8.52,5.37,6.38,66,18.7,53,"01103F58C4","NA","WEST","CJS","NA","N"
"222","PABU",2019-06-07,"SC",0,"SPIS",NA,NA,2811,18208,"B","R/A","ASY","M",16.6,NA,NA,7.29,5.5,6.1,71,18.36,61,"01103F8E40","BT204","COOP","AJS","NA","N"
"223","PABU",2019-06-07,"SC",0,"SPIS",NA,NA,2811,18209,"B","R/A","ASY","M",17,NA,NA,7.64,4.9,5.9,68,16.83,58,"01103F4E3A","BT211","COOP","AJS","NA","N"
"224","PABU",2019-06-08,"SC",0,"SPIS",NA,NA,2631,2683,"A","B","SY","M",15.3,NA,NA,8.46,4.83,6.65,68,19.3,55,"01103F7EF7","NA","WEST","CJS","NA","R"
"225","PABU",2019-06-08,"SC",0,"SPIS",NA,NA,2631,2694,"B","R/A","ASY","M",15.2,NA,NA,8.15,5.67,6.03,68,16.34,55,"01103F5493","BT235","WEST","AJS","NA","R"
"226","PABU",2019-06-08,"SC",0,"SPIS",NA,NA,2631,2698,"B","R/A","ASY","M",14.7,NA,NA,7.68,5.3,6.3,69,16.85,55,"01103F8B18","BT236","WEST","AJS","NA","R"
"227","PABU",2019-06-08,"SC",0,"SPIS",NA,NA,2811,18210,"B","A","SY","M",14,NA,NA,7.9,5.17,6.18,66,17.87,56,"01103F57DB","NA","WEST","CJS","NA","N"
"228","PABU",2019-06-09,"SC",0,"SPIS",NA,NA,2631,2695,"A","B","ASY","M",15.8,NA,NA,8.19,5.29,6.36,68,18.75,59,"01103F6B3D","NA","WEST","CJS","recovered BP030","R"
"229","PABU",2019-06-09,"SC",0,"SPIS",NA,NA,2811,18211,"A","B","SY","M",15,NA,NA,7.67,5.12,6,69,18.17,62,"01103F3EAF","NA","WEST","CJS","NA","N"
"230","PABU",2019-06-13,"SC",0,"SPIS",NA,NA,2811,18212,"B","A","ASY","M",16.7,NA,NA,7.94,5.15,6.24,70,18.43,57,"01103F7CB8","NA","NEAL","AJS","HARVEY DENT ","N"
"231","PABU",2019-06-13,"SC",0,"SPIS",NA,NA,2811,18213,"B","A","ASY","M",16.6,NA,NA,8.47,5.54,6.45,72,18.5,59,"01103F81EF","NA","NEAL","CJS","NA","N"
"232","PABU",2019-06-14,"SC",0,"SPIS",NA,NA,2811,18214,"B","A","ASY","F",18.5,NA,NA,7.71,4.65,5.86,65,16.35,51,"01103F47F8","NA","NACE","AJS","NA","N"
"233","PABU",2019-06-15,"SC",0,"SPIS",NA,NA,2811,18215,"A","B","SY","M",18.37,NA,NA,7.88,5.16,5.97,66,18.37,55,"01103F8DBC","NA","BASA","CJS","NA","N"
"234","PABU",2019-06-16,"SC",0,"SPIS",NA,NA,2811,18216,"A","B","ASY","M",15,NA,NA,7.67,5.19,5.83,68,17.94,60,"01103F8139","NA","WEST","CJS","NA","N"
