SPECIES,DATE,STATE,TIME,LOC,LAT,LONG,RECAP,BAND_PR,BAND_N,L,R,AGE,SEX,WT,FAT,BM,BILL_L,BILL_W,BILL_D,WING,TARS,TAIL,RFID,GEOLOCATOR_ID,FEEDER,BANDER,NOTES
PABU,2019-06-09,GA,17:12,LSSI,NA,NA,N,2811,18403,A,Y,ASY,M,NA,NA,NA,NA,NA,NA,63,NA,NA,011016FCB7,NA,BR,CR,NA
PABU,2019-06-09,GA,17:12,LSSI,NA,NA,N,2811,18404,A,Y,ASY,M,NA,NA,NA,NA,NA,NA,69,NA,55,110173798,NA,BR,VRG,NA
PABU,2019-06-09,GA,17:15,LSSI,NA,NA,N,2811,18405,A,Y,ASY,M,NA,NA,NA,NA,NA,NA,68,NA,54,0110174CBC,NA,BR,VRG,NA
PABU,2019-06-09,GA,17:15,LSSI,NA,NA,N,2811,18406,A,Y,AHY,F,NA,NA,NA,NA,NA,NA,64,NA,51,01101746B7,NA,BR,VRG,NA
PABU,2019-06-10,GA,8:40,LSSI,NA,NA,N,2811,18407,A,Y,ASY,M,NA,NA,NA,NA,NA,NA,74,NA,60,011016FD70,NA,BR,VRG,NA
PABU,2019-06-10,GA,8:52,LSSI,NA,NA,Y,2521,44724,A,Y,ASY,M,NA,NA,NA,NA,NA,NA,70,NA,55,0110174FBA,NA,BR,VRG,NA
PABU,2019-06-10,GA,9:02,LSSI,NA,NA,N,2811,18408,A,Y,ASY,M,NA,NA,NA,NA,NA,NA,67,NA,50,011016FAB7,NA,BR,VRG,NA
PABU,2019-06-10,GA,9:05,LSSI,NA,NA,N,2811,18409,A,Y,SY,M,NA,NA,NA,NA,NA,NA,65,NA,52,011016FE1E,NA,BR,VRG,NA
PABU,2019-06-10,GA,11:01,LSSI,NA,NA,N,2811,18410,A,Y,AHY,F,14.5,NA,NA,NA,NA,NA,66,NA,55,0110174D38,NA,BR,CR,NA
PABU,2019-06-10,GA,11:10,LSSI,NA,NA,Y,2521,44727,A,Y,ASY,F,17,NA,NA,NA,NA,NA,68.5,NA,55,0100172A81,NA,BR,CR,"Removed A/R,O"
PABU,2019-06-10,GA,12:02,LSSI,NA,NA,N,2811,18411,A,Y,AHY,F,15,NA,NA,NA,NA,NA,65,NA,54,011016FE44,NA,BR,CR,NA
PABU,2019-06-10,GA,12:13,LSSI,NA,NA,Y,2521,44733,A,Y,ASY,F,16.2,NA,NA,NA,NA,NA,65,NA,56,110171817,NA,BR,CR,NA
PABU,2019-06-10,GA,12:31,LSSI,NA,NA,Y,2521,44731,A,Y,ASY,F,14.9,NA,NA,NA,NA,NA,63,NA,51,011017181F,NA,BR,CR,NA
PABU,2019-06-10,GA,16:25,LSSI,NA,NA,Y,2020,48901,A,Y,ASY,M,NA,NA,NA,NA,NA,NA,72,NA,58,0110174F03,NA,BR,CR,Recovered BF539
PABU,2019-06-13,SC,9:26,BFT,NA,NA,N,2811,18412,A,Pi,ASY,M,NA,NA,NA,NA,NA,NA,69,19.2,55,01101712F9,NA,1,CR,NA
PABU,2019-06-13,SC,10:15,BFT,NA,NA,N,2811,18413,A,Pi,ASY,M,NA,NA,NA,NA,NA,NA,68,17.8,56,01103F68AE,NA,1,CR,NA
PABU,2019-06-13,SC,10:55,BFT,NA,NA,N,2811,18414,A,Pi,AHY,F,NA,NA,NA,NA,NA,NA,64,NA,53,011016DB63,NA,1,CR,NA
PABU,2019-06-13,SC,11:21,BFT,NA,NA,N,2811,18415,A,Pi,ASY,F,NA,NA,NA,NA,NA,NA,65,NA,53,0110170A5E,NA,1,CR,NA
